Country,Project,Expedition,Location,Date,KnollID,First Observer.x,Second Observer.x,meta_to_deployment_id,First Observer.y,Second Observer.y,Knoll,Time Start,Time End,Notes,Observer,Species,Amount,Length,Confidence
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Zebrasoma xanthurum,2,14,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Parupeneus forsskali,1,13,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Parupeneus forsskali,2,9,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Siganus luridus,2,22,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Cephalopholis miniata,1,32,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Cephalopholis miniata,1,32,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Cephalopholis miniata,1,30,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Cephalopholis miniata,1,28,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Parupeneus macronema,2,12,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Ctenochaetus striatus,1,18,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Acanthurus nigrofuscus,2,12,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Acanthurus nigrofuscus,1,11,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Scarus niger,1,35,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Lethrinus mahsena,1,55,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chaetodon trifascialis,1,13,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Tylosurus choram,1,80,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus sulfureus,2,7,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus sulfureus,1,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus sulfureus,2,1.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus trichrourus,3,8,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus trichrourus,5,7,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus trichrourus,5,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus trichrourus,8,2,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pomacentrus trichrourus,2,3,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis dimidiata,2,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis dimidiata,2,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis dimidiata,4,5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis dimidiata,2,5.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis dimidiata,3,4.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Synodus variegatus,1,9,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Thalassoma rueppellii,1,15,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Thalassoma rueppellii,2,7,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Thalassoma rueppellii,2,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Thalassoma rueppellii,3,5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Thalassoma rueppellii,3,2,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Neoglyphidodon melas,1,8,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Amblyglyphidodon leucogaster,1,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Dascyllus trimaculatus,1,10,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Dascyllus trimaculatus,1,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudanthias squamipinnis,40,7,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudanthias squamipinnis,50,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudanthias squamipinnis,100,5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudanthias squamipinnis,25,3.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudanthias squamipinnis,5,2,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis viridis,40,3.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Neopomacentrus miryae,1,6.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Neopomacentrus miryae,50,2,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Neopomacentrus miryae,15,1.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Labroides dimidiatus,1,7.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Calotomus viridescens,1,8,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis flavaxilla,15,2,1
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Plagiotremus townsendi,1,3,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Ecsenius gravieri,1,3.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Chromis weberi,15,1.5,1
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon fleurieu,20,1.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Aspidontus tractus,1,8,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Meiacanthus nigrolineatus,2,2,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Meiacanthus nigrolineatus,1,1.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Scuticaria tigrina,1,120,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Synodus variegatus,1,11,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Synodus variegatus,1,9,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Synodus variegatus,1,7,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Synodus variegatus,1,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Thalassoma lunare,1,1,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Istigobius decoratus,1,9,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Istigobius decoratus,1,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudochromis olivaceus,1,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudochromis olivaceus,1,5.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudochromis olivaceus,1,5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Pseudochromis olivaceus,1,4.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Scorpaenodes paravipinnis,1,4,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon cyanosoma,71,2,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon cyanosoma,1,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon cyanosoma,4,5.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon cyanosoma,30,3,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Ecsenius nalolo,1,2.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Ecsenius nalolo,1,3,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Eviota guttata,2,1.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Eviota guttata,2,1,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon exostigma,3,7.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon exostigma,1,7,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon exostigma,3,6.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon exostigma,2,6,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon exostigma,1,5.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon cyanosoma,3,6.5,
Israel,EcoCamp,EcoCamp June 2021,Princess,2021-06-23 00:00:00,17,Mai Lazarus,Tal Perevolotsky,Mai Lazarus and Tal Perevolotsky - 17,Mai Lazarus,Tal Perevolotsky,17,12:42,13:55,"from line 142 in Mai's column, observations belong to the small knoll on the east",second,Apogon cyanosoma,5,5.5,
