Site,date,Observer,Knoll,Number_Ind,Length,Species,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,1,4,Coris caudimacula,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,1,2,Labroides dimidiatus,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,4,4,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,2,32,Cephalopholis hemistiktos,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,2,4,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,1,2,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,1,16,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,10,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,6,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,4,2,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Hagar yancovitch shalom,2,1,32,Cyclichthys spilostylus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,64,Priacanthus hamrur,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,2,8,Ctenochaetus striatus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,2,8,Chaetodon paucifasciatus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,32,Pomacanthus imperator,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,100,8,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,10,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,2,8,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,4,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,150,4,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,22,2,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,7,4,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,8,Amphiprion bicinctus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,2,Amphiprion bicinctus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,12,2,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,8,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,4,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,2,16,Parupeneus forsskali,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,8,Parupeneus forsskali,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,10,2,Parupeneus forsskali,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,4,Chromis spp.,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,3,2,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,8,Chaetodon trifascialis,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,2,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,4,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,16,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,32,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Inbal Gamliel,3,1,4,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,40,16,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,10,16,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,10,8,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,8,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,2,32,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,32,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,8,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,2,16,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,40,8,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,12,8,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,8,8,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,2,32,Pomacanthus imperator,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,5,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,5,8,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,2,16,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,8,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,3,8,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,5,16,Chaetodon paucifasciatus,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,2,32,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,64,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,3,32,Parupeneus forsskali,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,64,Scaridae spp.,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,32,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,3,32,Chaetodon trifascialis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,64,Priacanthus hamrur,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,18,4,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,5,8,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,2,16,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,8,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,4,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,2,32,Pterois miles,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,8,Pseudochromis fridmani,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,8,Larabicus quadrilineatus,,,,,,,,,,
Princess,21/09/2016,Hezi Buba,3,1,16,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,16,Rhinecanthus assasi,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,9,16,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,32,Scaridae spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,8,Chaetodon paucifasciatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Chaetodon paucifasciatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,64,Variola louti,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,32,Coris aygula,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,64,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,32,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,3,16,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,3,4,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,16,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,16,Sufflamen albicaudatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,4,8,Synodontidae spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Synodontidae spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,31,Pterois miles,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,3,16,Pterois miles,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,121,8,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,81,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,61,16,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,4,4,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,60,8,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,8,2,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,53,4,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,120,8,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,16,8,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,8,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,5,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,13,4,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,113,8,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,12,4,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,16,8,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,4,16,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,3,8,Labroides dimidiatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,4,Labroides dimidiatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,30,8,Caesio spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,3,8,Pseudochromis fridmani,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Pseudochromis fridmani,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,8,Pseudocheilinus hexataenia,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,4,Pseudocheilinus hexataenia,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,3,8,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,16,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,32,Cyclichthys spilostylus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,8,Pseudochromis springeri,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Chromis spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,6,8,Chromis spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Chaetodon trifascialis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,5,8,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,5,4,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,8,Ecsenius gravieri,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,4,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,6,8,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Plagiotremus spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,8,Plagiotremus spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,16,Amphiprion bicinctus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Acanthurus nigrofuscus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,2,8,Parupeneus forsskali,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,32,Muraenidae spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,16,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,8,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,4,1,4,Ctenochaetus striatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,32,Scaridae spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,8,8,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,2,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,32,Coris aygula,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,17,4,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,5,8,Labroides dimidiatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,2,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,16,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,8,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,2,Zebrasoma veliferum,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,270,4,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,6,2,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,2,Chromis spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,23,4,Chromis spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,16,Pterois miles,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,350,8,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,50,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,16,Cantherhines pardalis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,4,Pseudochromis fridmani,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,5,4,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,3,8,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,4,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,16,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,64,Variola louti,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,16,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,32,Cephalopholis miniata,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,16,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,4,4,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,4,Plagiotremus spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,8,Amphiprion bicinctus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,8,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,8,Chaetodon paucifasciatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,16,Chaetodon paucifasciatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,16,Chaetodon fasciatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,4,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,2,8,Ecsenius gravieri,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,40,4,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,6,8,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,53,5,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,106,8,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,30,4,Caesio spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,4,Acanthurus nigrofuscus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,3,4,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,2,Labroides dimidiatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,2,Pseudochromis springeri,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,20,8,Synodontidae spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,16,8,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,8,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,4,1,4,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,2,16,Amphiprion bicinctus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,3,16,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,2,4,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,11,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,45,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,10,8,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,19,4,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,2,8,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,32,Scaridae spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,16,Rhinecanthus assasi,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,16,Sufflamen albicaudatus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,20,4,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,64,4,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,4,4,Pseudocheilinus hexataenia,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,3,4,Chromis spp.,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,16,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,4,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,8,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,8,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Lior Avidan,5,1,2,Coris variegata,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,2,16,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,2,4,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,2,8,Amphiprion bicinctus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,51,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,2,2,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,1,16,Rhinecanthus assasi,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,18,4,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,1,8,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,4,4,Pseudocheilinus hexataenia,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,31,4,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,4,2,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,1,4,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,1,8,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,1,4,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,1,2,Coris variegata,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,8,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,2,4,Chromis spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,18,4,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,1,4,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Tal Gavrely,5,3,4,Synodontidae spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,2,16,Sufflamen albicaudatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,32,Siganus rivulatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,2,16,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,32,Parupeneus forsskali,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,32,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,32,Scaridae spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,16,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,16,Ostracion cubicus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,5,2,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,15,4,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,6,2,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,5,4,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,8,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,2,32,Epinephelus fasciatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,3,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,3,16,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,4,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,6,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,6,1,2,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,16,Sufflamen albicaudatus,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,32,Thalassoma rueppellii,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,32,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,64,Scaridae spp.,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,16,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,16,Ostracion cubicus,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,29,2,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,2,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,2,32,Epinephelus fasciatus,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,2,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,3,4,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,6,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,2,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,6,1,32,Ctenochaetus striatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,32,Cephalopholis hemistiktos,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,16,Centropyge multispinis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,15,8,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,10,8,Caesio spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,20,8,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,40,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,20,2,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,50,2,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,70,4,Chromis virdis,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,22,8,Parupeneus forsskali,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,5,2,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,6,8,Dascyllus trimaculatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,4,Zebrasoma xanthurum,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,8,Pseudochromis springeri,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,4,Pseudochromis fridmani,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,10,2,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,20,4,Apogon spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,10,2,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,15,4,Cheilodipterus spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,2,8,Pseudochromis olivaceus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,15,2,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,15,8,Dascyllus marginatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,4,Chromis dimidiata,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,4,8,Parupeneus macronema,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,4,8,Pomacentrus trichourus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,2,Labroides dimidiatus,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,5,4,Synodontidae spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,10,8,Synodontidae spp.,,,,,,,,,,
Princess,21/09/2016,Liraz Levy,7,1,8,Amphiprion bicinctus,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,7,1,32,Cephalopholis hemistiktos,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,7,1,16,Cephalopholis hemistiktos,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,7,8,8,Neopomacentrus miryae,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,7,63,4,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,7,6,2,Pseudanthias squamipinnis,,,,,,,,,,
Princess,21/09/2016,Jenny Tynyakov,7,47,8,Chromis virdis,,,,,,,,,,
