Site,Date,Observer,Knoll,Species,Length_cm,Number_Ind
Princess,21.10.15,Lior Avidan,2,Centropyge multispinis,16,1
Princess,21.10.15,Lior Avidan,2,Chaetodon paucifasciatus,16,1
Princess,21.10.15,Lior Avidan,2,Pterois miles,16,1
Princess,21.10.15,Lior Avidan,2,Thalassoma spp.,16,1
Princess,21.10.15,Lior Avidan,2,Zebrasoma xanthurum,16,1
Princess,21.10.15,Lior Avidan,2,Epinephelus fasciatus,32,1
Princess,21.10.15,Lior Avidan,2,Labrid spp. ,32,1
Princess,21.10.15,Lior Avidan,2,Apogon spp.,4,2
Princess,21.10.15,Lior Avidan,2,Ecsenius gravieri,8,2
Princess,21.10.15,Lior Avidan,2,Pomacentrus trichourus,8,2
Princess,21.10.15,Lior Avidan,2,Pseudocheilinus hexataenia,8,2
Princess,21.10.15,Lior Avidan,2,Pseudochromis fridmani,8,2
Princess,21.10.15,Lior Avidan,2,Acanthurus spp.,16,2
Princess,21.10.15,Lior Avidan,2,Serranidae spp,16,2
Princess,21.10.15,Lior Avidan,2,Pseudochromis olivaceus,4,3
Princess,21.10.15,Lior Avidan,2,Chromis virdis,4,4
Princess,21.10.15,Lior Avidan,2,Pseudanthias spp.,16,4
Princess,21.10.15,Lior Avidan,2,Pomacentrus trichourus,4,6
Princess,21.10.15,Lior Avidan,2,Apogon spp.,8,6
Princess,21.10.15,Lior Avidan,2,Labrid spp. ,2,8
Princess,21.10.15,Lior Avidan,2,Cheilodipterus spp.,4,10
Princess,21.10.15,Lior Avidan,2,Pseudanthias spp.,8,14
Princess,21.10.15,Lior Avidan,2,Chromis dimidiata,8,19
Princess,21.10.15,Lior Avidan,2,Pseudanthias spp.,4,23
Princess,21.10.15,Lior Avidan,2,Chromis virdis,8,35
Princess,21.10.15,Hagar Yancovitch,3,Larabicus quadrilineatus,4,1
Princess,21.10.15,Hagar Yancovitch,3,Pomacentrus trichourus,4,1
Princess,21.10.15,Hagar Yancovitch,3,Centropyge multispinis,8,1
Princess,21.10.15,Hagar Yancovitch,3,Meiacanthus nigrolineatus,8,1
Princess,21.10.15,Hagar Yancovitch,3,Centropyge multispinis,16,1
Princess,21.10.15,Hagar Yancovitch,3,Cheilodipterus spp.,16,1
Princess,21.10.15,Hagar Yancovitch,3,Sargocentron spp.,16,1
Princess,21.10.15,Hagar Yancovitch,3,Siganus  spp.,16,1
Princess,21.10.15,Hagar Yancovitch,3,Thalassoma spp.,16,1
Princess,21.10.15,Hagar Yancovitch,3,Acanthurus spp.,32,1
Princess,21.10.15,Hagar Yancovitch,3,Bodianus anthioides,32,1
Princess,21.10.15,Hagar Yancovitch,3,Centropyge multispinis,32,1
Princess,21.10.15,Hagar Yancovitch,3,Serranidae spp,32,1
Princess,21.10.15,Hagar Yancovitch,3,Balistidae spp.,62,1
Princess,21.10.15,Hagar Yancovitch,3,Pterois miles,64,1
Princess,21.10.15,Hagar Yancovitch,3,Serranidae spp,64,1
Princess,21.10.15,Hagar Yancovitch,3,Chaetodon trifascialis,16,2
Princess,21.10.15,Hagar Yancovitch,3,Dascyllus trimaculatus,32,2
Princess,21.10.15,Hagar Yancovitch,3,Pseudochromis olivaceus,8,3
Princess,21.10.15,Hagar Yancovitch,3,Larabicus quadrilineatus,2,4
Princess,21.10.15,Hagar Yancovitch,3,Dascyllus marginatus,4,4
Princess,21.10.15,Hagar Yancovitch,3,Pomacentrus trichourus,16,4
Princess,21.10.15,Hagar Yancovitch,3,Pseudanthias spp.,4,11
Princess,21.10.15,Hagar Yancovitch,3,Cheilodipterus spp.,4,15
Princess,21.10.15,Hagar Yancovitch,3,Pseudanthias spp.,2,20
Princess,21.10.15,Hagar Yancovitch,3,Apogon spp.,4,20
Princess,21.10.15,Hagar Yancovitch,3,Chromis dimidiata,8,24
Princess,21.10.15,Hagar Yancovitch,3,Chromis virdis,4,60
Princess,21.10.15,Hagar Yancovitch,3,Chromis virdis,2,120
Princess,21.10.15,Renanel Pickholtz,3,Larabicus quadrilineatus,2,1
Princess,21.10.15,Renanel Pickholtz,3,Amphiprion bicinctus,4,1
Princess,21.10.15,Renanel Pickholtz,3,Larabicus quadrilineatus,4,1
Princess,21.10.15,Renanel Pickholtz,3,Meiacanthus nigrolineatus,4,1
Princess,21.10.15,Renanel Pickholtz,3,Ecsenius gravieri,8,1
Princess,21.10.15,Renanel Pickholtz,3,Pomacentrus trichourus,8,1
Princess,21.10.15,Renanel Pickholtz,3,Chaetodon trifascialis,16,1
Princess,21.10.15,Renanel Pickholtz,3,Bodianus anthioides,32,1
Princess,21.10.15,Renanel Pickholtz,3,Chaetodon paucifasciatus,32,1
Princess,21.10.15,Renanel Pickholtz,3,Serranidae spp,32,1
Princess,21.10.15,Renanel Pickholtz,3,Thalassoma spp.,32,1
Princess,21.10.15,Renanel Pickholtz,3,Balistidae spp.,64,1
Princess,21.10.15,Renanel Pickholtz,3,Pterois miles,64,1
Princess,21.10.15,Renanel Pickholtz,3,Siganus  spp.,64,1
Princess,21.10.15,Renanel Pickholtz,3,Pseudanthias spp.,4,2
Princess,21.10.15,Renanel Pickholtz,3,Cheilodipterus spp.,8,2
Princess,21.10.15,Renanel Pickholtz,3,Serranidae spp,16,2
Princess,21.10.15,Renanel Pickholtz,3,Thalassoma spp.,16,2
Princess,21.10.15,Renanel Pickholtz,3,Zebrasoma xanthurum,16,2
Princess,21.10.15,Renanel Pickholtz,3,Zebrasoma xanthurum,32,2
Princess,21.10.15,Renanel Pickholtz,3,Scaridae spp.,64,2
Princess,21.10.15,Renanel Pickholtz,3,Cheilodipterus spp.,4,3
Princess,21.10.15,Renanel Pickholtz,3,Acanthurus spp.,32,3
Princess,21.10.15,Renanel Pickholtz,3,Chromis dimidiata,8,4
Princess,21.10.15,Renanel Pickholtz,3,Pomacentrus trichourus,8,4
Princess,21.10.15,Renanel Pickholtz,3,Dascyllus trimaculatus,16,4
Princess,21.10.15,Renanel Pickholtz,3,Pomacentrus trichourus,4,6
Princess,21.10.15,Renanel Pickholtz,3,Apogon spp.,8,10
Princess,21.10.15,Renanel Pickholtz,3,Chromis dimidiata,8,16
Princess,21.10.15,Renanel Pickholtz,3,Dascyllus marginatus,8,18
Princess,21.10.15,Renanel Pickholtz,3,Pseudanthias spp.,8,40
Princess,21.10.15,Renanel Pickholtz,3,Apogon spp.,4,41
Princess,21.10.15,Renanel Pickholtz,3,Chromis virdis,4,90
Princess,21.10.15,Renanel Pickholtz,3,Chromis virdis,2,190
Princess,21.10.15,Hagar Yancovitch,4,Larabicus quadrilineatus,2,1
Princess,21.10.15,Hagar Yancovitch,4,Ecsenius gravieri,4,1
Princess,21.10.15,Hagar Yancovitch,4,Synodontidae spp.,4,1
Princess,21.10.15,Hagar Yancovitch,4,Amphiprion bicinctus,8,1
Princess,21.10.15,Hagar Yancovitch,4,Coris caudimacula,8,1
Princess,21.10.15,Hagar Yancovitch,4,Grammistes sexlineatus,8,1
Princess,21.10.15,Hagar Yancovitch,4,Synodontidae spp.,8,1
Princess,21.10.15,Hagar Yancovitch,4,Acanthurus spp.,16,1
Princess,21.10.15,Hagar Yancovitch,4,Dascyllus trimaculatus,16,1
Princess,21.10.15,Hagar Yancovitch,4,Labrid spp. ,16,1
Princess,21.10.15,Hagar Yancovitch,4,Labrid spp. ,32,1
Princess,21.10.15,Hagar Yancovitch,4,Pterois miles,32,1
Princess,21.10.15,Hagar Yancovitch,4,Labrid spp. ,64,1
Princess,21.10.15,Hagar Yancovitch,4,Pomacanthus spp.,64,1
Princess,21.10.15,Hagar Yancovitch,4,Muraenidae spp.,128,1
Princess,21.10.15,Hagar Yancovitch,4,Variola louti,128,1
Princess,21.10.15,Hagar Yancovitch,4,Pseudochromis fridmani,2,2
Princess,21.10.15,Hagar Yancovitch,4,Pseudocheilinus hexataenia,4,2
Princess,21.10.15,Hagar Yancovitch,4,Larabicus quadrilineatus,8,2
Princess,21.10.15,Hagar Yancovitch,4,Labrid spp. ,16,2
Princess,21.10.15,Hagar Yancovitch,4,Labrid spp. ,32,2
Princess,21.10.15,Hagar Yancovitch,4,Zebrasoma xanthurum,32,2
Princess,21.10.15,Hagar Yancovitch,4,Scaridae spp.,64,2
Princess,21.10.15,Hagar Yancovitch,4,Dascyllus marginatus,4,3
Princess,21.10.15,Hagar Yancovitch,4,Meiacanthus nigrolineatus,4,3
Princess,21.10.15,Hagar Yancovitch,4,Pomacentrus trichourus,4,3
Princess,21.10.15,Hagar Yancovitch,4,Labroides dimidiatus,8,3
Princess,21.10.15,Hagar Yancovitch,4,Pseudochromis olivaceus,4,4
Princess,21.10.15,Hagar Yancovitch,4,Chaetodon paucifasciatus,8,5
Princess,21.10.15,Hagar Yancovitch,4,Apogon spp.,8,10
Princess,21.10.15,Hagar Yancovitch,4,Mullidae spp. ,16,10
Princess,21.10.15,Hagar Yancovitch,4,Neopomacentrus miryae,16,10
Princess,21.10.15,Hagar Yancovitch,4,Chromis dimidiata,4,13
Princess,21.10.15,Hagar Yancovitch,4,Chromis virdis,4,30
Princess,21.10.15,Hagar Yancovitch,4,Chromis virdis,8,30
Princess,21.10.15,Hagar Yancovitch,4,Cheilodipterus spp.,4,52
Princess,21.10.15,Hagar Yancovitch,4,Chromis virdis,2,60
Princess,21.10.15,Hagar Yancovitch,4,Apogon spp.,4,60
Princess,21.10.15,Hagar Yancovitch,4,Pseudanthias spp.,4,150
Princess,21.10.15,Hagar Yancovitch,4,Pseudanthias spp.,8,150
Princess,21.10.15,Renanel Pickholtz,4,Larabicus quadrilineatus,2,1
Princess,21.10.15,Renanel Pickholtz,4,Larabicus quadrilineatus,4,1
Princess,21.10.15,Renanel Pickholtz,4,Pomacentrus trichourus,4,1
Princess,21.10.15,Renanel Pickholtz,4,Pseudocheilinus hexataenia,4,1
Princess,21.10.15,Renanel Pickholtz,4,Pseudochromis fridmani,4,1
Princess,21.10.15,Renanel Pickholtz,4,Amphiprion bicinctus,8,1
Princess,21.10.15,Renanel Pickholtz,4,Chaetodon paucifasciatus,8,1
Princess,21.10.15,Renanel Pickholtz,4,Chromis dimidiata,8,1
Princess,21.10.15,Renanel Pickholtz,4,Ecsenius gravieri,8,1
Princess,21.10.15,Renanel Pickholtz,4,Grammistes sexlineatus,8,1
Princess,21.10.15,Renanel Pickholtz,4,Larabicus quadrilineatus,8,1
Princess,21.10.15,Renanel Pickholtz,4,Pomacentrus trichourus,8,1
Princess,21.10.15,Renanel Pickholtz,4,Pseudocheilinus hexataenia,8,1
Princess,21.10.15,Renanel Pickholtz,4,Pseudochromis fridmani,8,1
Princess,21.10.15,Renanel Pickholtz,4,Chaetodon paucifasciatus,16,1
Princess,21.10.15,Renanel Pickholtz,4,Mullidae spp. ,16,1
Princess,21.10.15,Renanel Pickholtz,4,Neoglyphidodon melas,16,1
Princess,21.10.15,Renanel Pickholtz,4,Serranidae spp,16,1
Princess,21.10.15,Renanel Pickholtz,4,Synodontidae spp.,16,1
Princess,21.10.15,Renanel Pickholtz,4,Thalassoma spp.,16,1
Princess,21.10.15,Renanel Pickholtz,4,Zebrasoma xanthurum,16,1
Princess,21.10.15,Renanel Pickholtz,4,Acanthurus spp.,32,1
Princess,21.10.15,Renanel Pickholtz,4,Dascyllus trimaculatus,32,1
Princess,21.10.15,Renanel Pickholtz,4,Pterois miles,32,1
Princess,21.10.15,Renanel Pickholtz,4,Serranidae spp,32,1
Princess,21.10.15,Renanel Pickholtz,4,Zebrasoma xanthurum,32,1
Princess,21.10.15,Renanel Pickholtz,4,Pomacanthus spp.,64,1
Princess,21.10.15,Renanel Pickholtz,4,Pterois radiata,64,1
Princess,21.10.15,Renanel Pickholtz,4,Zebrasoma veliferum,64,1
Princess,21.10.15,Renanel Pickholtz,4,Muraenidae spp.,128,1
Princess,21.10.15,Renanel Pickholtz,4,Variola louti,128,1
Princess,21.10.15,Renanel Pickholtz,4,Coris caudimacula,8,2
Princess,21.10.15,Renanel Pickholtz,4,Labrid spp. ,8,2
Princess,21.10.15,Renanel Pickholtz,4,Meiacanthus nigrolineatus,8,2
Princess,21.10.15,Renanel Pickholtz,4,Acanthurus spp.,16,2
Princess,21.10.15,Renanel Pickholtz,4,Amphiprion bicinctus,16,2
Princess,21.10.15,Renanel Pickholtz,4,Chaetodon paucifasciatus,16,2
Princess,21.10.15,Renanel Pickholtz,4,Dascyllus trimaculatus,16,2
Princess,21.10.15,Renanel Pickholtz,4,Neopomacentrus miryae,8,3
Princess,21.10.15,Renanel Pickholtz,4,Pseudocheilinus hexataenia,8,3
Princess,21.10.15,Renanel Pickholtz,4,Pomacentrus trichourus,4,4
Princess,21.10.15,Renanel Pickholtz,4,Dascyllus trimaculatus,16,4
Princess,21.10.15,Renanel Pickholtz,4,Neopomacentrus miryae,8,5
Princess,21.10.15,Renanel Pickholtz,4,Chromis dimidiata,8,6
Princess,21.10.15,Renanel Pickholtz,4,Cheilodipterus spp.,8,8
Princess,21.10.15,Renanel Pickholtz,4,Chromis dimidiata,8,8
Princess,21.10.15,Renanel Pickholtz,4,Apogon spp.,8,10
Princess,21.10.15,Renanel Pickholtz,4,Mullidae spp. ,8,11
Princess,21.10.15,Renanel Pickholtz,4,Apogon spp.,8,20
Princess,21.10.15,Renanel Pickholtz,4,Apogon spp.,4,40
Princess,21.10.15,Renanel Pickholtz,4,Apogon spp.,8,40
Princess,21.10.15,Renanel Pickholtz,4,Chromis virdis,2,50
Princess,21.10.15,Renanel Pickholtz,4,Apogon spp.,4,50
Princess,21.10.15,Renanel Pickholtz,4,Apogon spp.,4,60
Princess,21.10.15,Renanel Pickholtz,4,Chromis virdis,2,80
Princess,21.10.15,Renanel Pickholtz,4,Chromis virdis,4,300
Princess,21.10.15,Renanel Pickholtz,4,Pseudanthias spp.,8,300
Princess,21.10.15,Idan Doyev,5,Larabicus quadrilineatus,4,1
Princess,21.10.15,Idan Doyev,5,Meiacanthus nigrolineatus,4,1
Princess,21.10.15,Idan Doyev,5,Pomacentrus trichourus,4,1
Princess,21.10.15,Idan Doyev,5,Thalassoma spp.,16,1
Princess,21.10.15,Idan Doyev,5,Epinephelus fasciatus,32,1
Princess,21.10.15,Idan Doyev,5,Scaridae spp.,32,1
Princess,21.10.15,Idan Doyev,5,Amphiprion bicinctus,4,2
Princess,21.10.15,Idan Doyev,5,Dascyllus trimaculatus,4,2
Princess,21.10.15,Idan Doyev,5,Amblyglyphidodon spp.,16,2
Princess,21.10.15,Idan Doyev,5,Amphiprion bicinctus,16,2
Princess,21.10.15,Idan Doyev,5,Pseudochromis spp.,4,4
Princess,21.10.15,Idan Doyev,5,Amphiprion bicinctus,16,4
Princess,21.10.15,Idan Doyev,5,Mullidae spp. ,16,8
Princess,21.10.15,Idan Doyev,5,Mullidae spp. ,2,10
Princess,21.10.15,Idan Doyev,5,Pseudanthias spp.,4,30
Princess,21.10.15,Idan Doyev,5,Apogon spp.,4,50
Princess,21.10.15,Shahar Malamud,5,Amphiprion bicinctus,4,1
Princess,21.10.15,Shahar Malamud,5,Larabicus quadrilineatus,4,1
Princess,21.10.15,Shahar Malamud,5,Thalassoma spp.,4,1
Princess,21.10.15,Shahar Malamud,5,Thalassoma spp.,8,1
Princess,21.10.15,Shahar Malamud,5,Acanthurus spp.,16,1
Princess,21.10.15,Shahar Malamud,5,Thalassoma spp.,16,1
Princess,21.10.15,Shahar Malamud,5,Mullidae spp. ,32,1
Princess,21.10.15,Shahar Malamud,5,Epinephelus fasciatus,64,1
Princess,21.10.15,Shahar Malamud,5,Lethrinus spp.,64,1
Princess,21.10.15,Shahar Malamud,5,Scaridae spp.,64,1
Princess,21.10.15,Shahar Malamud,5,Pomacentrus trichourus,4,2
Princess,21.10.15,Shahar Malamud,5,Amphiprion bicinctus,16,2
Princess,21.10.15,Shahar Malamud,5,Chaetodon fasciatus,16,2
Princess,21.10.15,Shahar Malamud,5,Neoglyphidodon melas,16,2
Princess,21.10.15,Shahar Malamud,5,Labrid spp. ,2,4
Princess,21.10.15,Shahar Malamud,5,Dascyllus marginatus,4,5
Princess,21.10.15,Shahar Malamud,5,Dascyllus marginatus,4,6
Princess,21.10.15,Shahar Malamud,5,Dascyllus marginatus,2,10
Princess,21.10.15,Shahar Malamud,5,Mullidae spp. ,16,12
Princess,21.10.15,Shahar Malamud,5,Chromis spp.,4,20
Princess,21.10.15,Shahar Malamud,5,Caesio spp.,32,20
Princess,21.10.15,Shahar Malamud,5,Apogon spp.,4,30
Princess,21.10.15,Shahar Malamud,5,Pseudanthias spp.,4,30
Princess,21.10.15,Shahar Malamud,5,Apogon spp.,2,50
Princess,21.10.15,Shahar Malamud,5,Apogon spp.,4,50
Princess,21.10.15,Ofri Mann,6,Labrid spp. ,2,1
Princess,21.10.15,Ofri Mann,6,Labrid spp. ,4,1
Princess,21.10.15,Ofri Mann,6,Meiacanthus nigrolineatus,4,1
Princess,21.10.15,Ofri Mann,6,Pseudochromis olivaceus,4,1
Princess,21.10.15,Ofri Mann,6,Cheilodipterus spp.,8,1
Princess,21.10.15,Ofri Mann,6,Thalassoma spp.,16,1
Princess,21.10.15,Ofri Mann,6,Pomacentrus trichourus,8,2
Princess,21.10.15,Ofri Mann,6,Amphiprion bicinctus,16,2
Princess,21.10.15,Ofri Mann,6,Epinephelus fasciatus,16,2
Princess,21.10.15,Ofri Mann,6,Cheilodipterus spp.,4,3
Princess,21.10.15,Ofri Mann,6,Dascyllus trimaculatus,8,3
Princess,21.10.15,Ofri Mann,6,Dascyllus trimaculatus,16,4
Princess,21.10.15,Ofri Mann,6,Pseudanthias spp.,8,5
Princess,21.10.15,Ofri Mann,6,Pseudanthias spp.,4,10
Princess,21.10.15,Ofri Mann,6,Pomacentrus trichourus,4,11
Princess,21.10.15,Ori Frid,6,Labrid spp. ,2,1
Princess,21.10.15,Ori Frid,6,Cheilodipterus spp.,4,1
Princess,21.10.15,Ori Frid,6,Labrid spp. ,4,1
Princess,21.10.15,Ori Frid,6,Pseudocheilinus hexataenia,4,1
Princess,21.10.15,Ori Frid,6,Pseudochromis olivaceus,4,1
Princess,21.10.15,Ori Frid,6,Meiacanthus nigrolineatus,8,1
Princess,21.10.15,Ori Frid,6,Pseudocheilinus hexataenia,8,1
Princess,21.10.15,Ori Frid,6,Pseudochromis olivaceus,8,1
Princess,21.10.15,Ori Frid,6,Epinephelus fasciatus,16,1
Princess,21.10.15,Ori Frid,6,Epinephelus fasciatus,32,1
Princess,21.10.15,Ori Frid,6,Synodontidae spp.,4,2
Princess,21.10.15,Ori Frid,6,Pomacentrus trichourus,8,2
Princess,21.10.15,Ori Frid,6,Amphiprion bicinctus,16,2
Princess,21.10.15,Ori Frid,6,Thalassoma spp.,16,2
Princess,21.10.15,Ori Frid,6,Cheilodipterus spp.,2,3
Princess,21.10.15,Ori Frid,6,Dascyllus trimaculatus,4,3
Princess,21.10.15,Ori Frid,6,Dascyllus trimaculatus,16,4
Princess,21.10.15,Ori Frid,6,Pseudanthias spp.,16,5
Princess,21.10.15,Ori Frid,6,Pomacentrus trichourus,4,7
Princess,21.10.15,Ori Frid,6,Pseudanthias spp.,4,13
Princess,21.10.15,Itai Granot,7,Labroides dimidiatus,2,1
Princess,21.10.15,Itai Granot,7,Pseudochromis springeri,4,1
Princess,21.10.15,Itai Granot,7,Amphiprion bicinctus,8,1
Princess,21.10.15,Itai Granot,7,Dascyllus marginatus,8,1
Princess,21.10.15,Itai Granot,7,Labrid spp. ,8,1
Princess,21.10.15,Itai Granot,7,Centropyge multispinis,16,1
Princess,21.10.15,Itai Granot,7,Labrid spp. ,16,1
Princess,21.10.15,Itai Granot,7,Balistidae spp.,32,1
Princess,21.10.15,Itai Granot,7,Labrid spp. ,32,1
Princess,21.10.15,Itai Granot,7,Ostracion spp.,32,1
Princess,21.10.15,Itai Granot,7,Pomacanthus spp.,32,1
Princess,21.10.15,Itai Granot,7,Serranidae spp,32,1
Princess,21.10.15,Itai Granot,7,Thalassoma spp.,32,1
Princess,21.10.15,Itai Granot,7,Zebrasoma xanthurum,32,1
Princess,21.10.15,Itai Granot,7,Labrid spp. ,64,1
Princess,21.10.15,Itai Granot,7,Lethrinus spp.,64,1
Princess,21.10.15,Itai Granot,7,Scaridae spp.,64,1
Princess,21.10.15,Itai Granot,7,Variola louti,64,1
Princess,21.10.15,Itai Granot,7,Pseudocheilinus hexataenia,4,2
Princess,21.10.15,Itai Granot,7,Pseudochromis fridmani,4,2
Princess,21.10.15,Itai Granot,7,Chromis dimidiata,8,2
Princess,21.10.15,Itai Granot,7,Dascyllus trimaculatus,8,2
Princess,21.10.15,Itai Granot,7,Synodontidae spp.,8,2
Princess,21.10.15,Itai Granot,7,Chaetodon fasciatus,32,2
Princess,21.10.15,Itai Granot,7,Chromis dimidiata,4,3
Princess,21.10.15,Itai Granot,7,Labroides dimidiatus,4,3
Princess,21.10.15,Itai Granot,7,Pseudochromis olivaceus,4,3
Princess,21.10.15,Itai Granot,7,Dascyllus trimaculatus,16,3
Princess,21.10.15,Itai Granot,7,Epinephelus fasciatus,64,3
Princess,21.10.15,Itai Granot,7,Pomacentrus trichourus,8,4
Princess,21.10.15,Itai Granot,7,Chromis spp.,4,5
Princess,21.10.15,Itai Granot,7,Dascyllus marginatus,4,5
Princess,21.10.15,Itai Granot,7,Pomacentrus trichourus,4,5
Princess,21.10.15,Itai Granot,7,Neopomacentrus miryae,8,5
Princess,21.10.15,Itai Granot,7,Siganus  spp.,32,5
Princess,21.10.15,Itai Granot,7,Dascyllus trimaculatus,4,6
Princess,21.10.15,Itai Granot,7,Pseudanthias spp.,8,10
Princess,21.10.15,Itai Granot,7,Neopomacentrus miryae,4,15
Princess,21.10.15,Itai Granot,7,Cheilodipterus spp.,4,32
Princess,21.10.15,Itai Granot,7,Apogon spp.,4,55
Princess,21.10.15,Itai Granot,7,Pseudanthias spp.,4,120
Princess,21.10.15,Itai Granot,7,Chromis virdis,4,250
Princess,21.10.15,Lior Avidan,7,Chromis dimidiata,2,1
Princess,21.10.15,Lior Avidan,7,Amphiprion bicinctus,4,1
Princess,21.10.15,Lior Avidan,7,Pseudochromis olivaceus,4,1
Princess,21.10.15,Lior Avidan,7,Pseudochromis spp.,4,1
Princess,21.10.15,Lior Avidan,7,Ostracion spp.,8,1
Princess,21.10.15,Lior Avidan,7,Plagiotremus spp.,8,1
Princess,21.10.15,Lior Avidan,7,Pseudocheilinus hexataenia,8,1
Princess,21.10.15,Lior Avidan,7,Serranidae spp,8,1
Princess,21.10.15,Lior Avidan,7,Thalassoma spp.,8,1
Princess,21.10.15,Lior Avidan,7,Balistidae spp.,16,1
Princess,21.10.15,Lior Avidan,7,Centropyge multispinis,16,1
Princess,21.10.15,Lior Avidan,7,Chaetodon fasciatus,16,1
Princess,21.10.15,Lior Avidan,7,Muraenidae spp.,16,1
Princess,21.10.15,Lior Avidan,7,Thalassoma spp.,16,1
Princess,21.10.15,Lior Avidan,7,Labrid spp. ,32,1
Princess,21.10.15,Lior Avidan,7,Lethrinus spp.,32,1
Princess,21.10.15,Lior Avidan,7,Scaridae spp.,32,1
Princess,21.10.15,Lior Avidan,7,Variola louti,64,1
Princess,21.10.15,Lior Avidan,7,Chromis spp.,4,2
Princess,21.10.15,Lior Avidan,7,Labroides dimidiatus,4,2
Princess,21.10.15,Lior Avidan,7,Pseudochromis spp.,8,2
Princess,21.10.15,Lior Avidan,7,Epinephelus fasciatus,32,2
Princess,21.10.15,Lior Avidan,7,Labrid spp. ,2,3
Princess,21.10.15,Lior Avidan,7,Labrid spp. ,8,3
Princess,21.10.15,Lior Avidan,7,Pseudochromis olivaceus,8,3
Princess,21.10.15,Lior Avidan,7,Labrid spp. ,5,4
Princess,21.10.15,Lior Avidan,7,Cheilodipterus spp.,8,4
Princess,21.10.15,Lior Avidan,7,Pomacentrus trichourus,16,4
Princess,21.10.15,Lior Avidan,7,Chromis dimidiata,8,5
Princess,21.10.15,Lior Avidan,7,Pomacentrus trichourus,8,5
Princess,21.10.15,Lior Avidan,7,Chromis spp.,8,6
Princess,21.10.15,Lior Avidan,7,Dascyllus marginatus,4,7
Princess,21.10.15,Lior Avidan,7,Siganus  spp.,16,8
Princess,21.10.15,Lior Avidan,7,Cheilodipterus spp.,4,10
Princess,21.10.15,Lior Avidan,7,Pomacentrus trichourus,4,10
Princess,21.10.15,Lior Avidan,7,Pseudanthias spp.,8,10
Princess,21.10.15,Lior Avidan,7,Dascyllus marginatus,8,11
Princess,21.10.15,Lior Avidan,7,Neopomacentrus miryae,8,25
Princess,21.10.15,Lior Avidan,7,Chromis virdis,2,40
Princess,21.10.15,Lior Avidan,7,Chromis virdis,8,40
Princess,21.10.15,Lior Avidan,7,Apogon spp.,8,45
Princess,21.10.15,Lior Avidan,7,Chromis virdis,4,80
Princess,21.10.15,Lior Avidan,7,Pseudanthias spp.,4,100
Princess,21.10.15,Hagar Yancovitch,8,Dascyllus trimaculatus,2,1
Princess,21.10.15,Hagar Yancovitch,8,Dascyllus marginatus,4,1
Princess,21.10.15,Hagar Yancovitch,8,Pseudochromis olivaceus,4,1
Princess,21.10.15,Hagar Yancovitch,8,Ecsenius gravieri,8,1
Princess,21.10.15,Hagar Yancovitch,8,Thalassoma spp.,8,1
Princess,21.10.15,Hagar Yancovitch,8,Thalassoma spp.,16,1
Princess,21.10.15,Hagar Yancovitch,8,Acanthurus spp.,32,1
Princess,21.10.15,Hagar Yancovitch,8,Serranidae spp,32,1
Princess,21.10.15,Hagar Yancovitch,8,Chromis dimidiata,2,2
Princess,21.10.15,Hagar Yancovitch,8,Dascyllus marginatus,2,2
Princess,21.10.15,Hagar Yancovitch,8,Chromis dimidiata,4,2
Princess,21.10.15,Hagar Yancovitch,8,Labrid spp. ,8,2
Princess,21.10.15,Hagar Yancovitch,8,Amphiprion bicinctus,16,2
Princess,21.10.15,Hagar Yancovitch,8,Chaetodon paucifasciatus,16,2
Princess,21.10.15,Hagar Yancovitch,8,Mullidae spp. ,16,2
Princess,21.10.15,Hagar Yancovitch,8,Pseudanthias spp.,2,4
Princess,21.10.15,Hagar Yancovitch,8,Apogon spp.,4,4
Princess,21.10.15,Hagar Yancovitch,8,Pomacentrus trichourus,8,5
Princess,21.10.15,Renanel Pickholtz,8,Chromis virdis,2,1
Princess,21.10.15,Renanel Pickholtz,8,Dascyllus trimaculatus,4,1
Princess,21.10.15,Renanel Pickholtz,8,Pomacentrus trichourus,4,1
Princess,21.10.15,Renanel Pickholtz,8,Cheilodipterus spp.,8,1
Princess,21.10.15,Renanel Pickholtz,8,Pinguipedidae spp.,8,1
Princess,21.10.15,Renanel Pickholtz,8,Dascyllus marginatus,16,1
Princess,21.10.15,Renanel Pickholtz,8,Thalassoma spp.,16,1
Princess,21.10.15,Renanel Pickholtz,8,Serranidae spp,32,1
Princess,21.10.15,Renanel Pickholtz,8,Siganus  spp.,32,1
Princess,21.10.15,Renanel Pickholtz,8,Scaridae spp.,64,1
Princess,21.10.15,Renanel Pickholtz,8,Fistularia commersonii,128,1
Princess,21.10.15,Renanel Pickholtz,8,Labrid spp. ,8,2
Princess,21.10.15,Renanel Pickholtz,8,Amphiprion bicinctus,32,2
Princess,21.10.15,Renanel Pickholtz,8,Chaetodon paucifasciatus,32,2
Princess,21.10.15,Renanel Pickholtz,8,Labrid spp. ,2,3
Princess,21.10.15,Renanel Pickholtz,8,Pseudanthias spp.,2,3
Princess,21.10.15,Renanel Pickholtz,8,Apogon spp.,4,3
Princess,21.10.15,Renanel Pickholtz,8,Apogon spp.,8,3
Princess,21.10.15,Renanel Pickholtz,8,Pomacentrus trichourus,4,5
Princess,21.10.15,Renanel Pickholtz,8,Pomacentrus trichourus,8,6
Princess,21.10.15,Renanel Pickholtz,8,Chromis dimidiata,8,7
